ILOG_CSV_FORMAT,1.0

ILOG_DATA_SCHEMA,MASC,1.0
ACTIVITY,45,PerformedOrUnperformed
ACTIVITY,46,PerformedOrUnperformed
ACTIVITY,47,PerformedOrUnperformed
ACTIVITY,48,PerformedOrUnperformed
ACTIVITY,49,PerformedOrUnperformed
ACTIVITY,50,PerformedOrUnperformed
ACTIVITY,51,PerformedOrUnperformed
ACTIVITY,52,PerformedOrUnperformed
ACTIVITY,53,PerformedOrUnperformed
ACTIVITY,54,PerformedOrUnperformed
ACTIVITY,55,PerformedOrUnperformed
ACTIVITY,56,PerformedOrUnperformed
ACTIVITY,57,PerformedOrUnperformed
ACTIVITY,58,PerformedOrUnperformed
ACTIVITY,59,PerformedOrUnperformed
ACTIVITY,60,PerformedOrUnperformed
ACTIVITY,61,PerformedOrUnperformed
ACTIVITY,62,PerformedOrUnperformed
ACTIVITY,63,PerformedOrUnperformed
ACTIVITY,64,PerformedOrUnperformed
ACTIVITY,65,PerformedOrUnperformed
ACTIVITY,66,PerformedOrUnperformed
ACTIVITY,67,PerformedOrUnperformed
ACTIVITY,68,PerformedOrUnperformed
ACTIVITY,69,PerformedOrUnperformed
ACTIVITY,70,PerformedOrUnperformed
ACTIVITY,71,PerformedOrUnperformed
ACTIVITY,72,PerformedOrUnperformed
ACTIVITY,73,PerformedOrUnperformed
ACTIVITY,74,PerformedOrUnperformed
ACTIVITY,75,PerformedOrUnperformed
ACTIVITY,76,PerformedOrUnperformed
ACTIVITY,77,PerformedOrUnperformed
ACTIVITY,78,PerformedOrUnperformed
ACTIVITY,79,PerformedOrUnperformed
ACTIVITY,80,PerformedOrUnperformed
ACTIVITY,81,PerformedOrUnperformed
ACTIVITY,82,PerformedOrUnperformed
ACTIVITY,83,PerformedOrUnperformed
ACTIVITY,84,PerformedOrUnperformed
ACTIVITY,85,PerformedOrUnperformed
ACTIVITY,86,PerformedOrUnperformed
ACTIVITY,87,PerformedOrUnperformed
ACTIVITY,88,PerformedOrUnperformed
ACTIVITY,89,PerformedOrUnperformed
ACTIVITY,90,PerformedOrUnperformed
ACTIVITY,91,PerformedOrUnperformed
ACTIVITY,92,PerformedOrUnperformed
ACTIVITY,93,PerformedOrUnperformed
ACTIVITY,94,PerformedOrUnperformed
ACTIVITY,95,PerformedOrUnperformed
ACTIVITY,96,PerformedOrUnperformed
ACTIVITY,97,PerformedOrUnperformed
ACTIVITY,98,PerformedOrUnperformed
ACTIVITY,99,PerformedOrUnperformed
ACTIVITY,100,PerformedOrUnperformed
ACTIVITY,101,PerformedOrUnperformed
ACTIVITY,102,PerformedOrUnperformed
ACTIVITY,103,PerformedOrUnperformed
ACTIVITY,104,PerformedOrUnperformed
ACTIVITY,105,PerformedOrUnperformed
ACTIVITY,106,PerformedOrUnperformed
ACTIVITY,107,PerformedOrUnperformed
ACTIVITY,108,PerformedOrUnperformed
ACTIVITY,109,PerformedOrUnperformed
ACTIVITY,110,PerformedOrUnperformed
ACTIVITY,111,PerformedOrUnperformed
ACTIVITY,112,PerformedOrUnperformed
ACTIVITY,113,PerformedOrUnperformed
ACTIVITY,114,PerformedOrUnperformed
ACTIVITY,115,PerformedOrUnperformed
ACTIVITY,116,PerformedOrUnperformed
ACTIVITY,117,PerformedOrUnperformed
ACTIVITY,118,PerformedOrUnperformed
ACTIVITY,119,PerformedOrUnperformed
ACTIVITY,120,PerformedOrUnperformed
ACTIVITY,121,PerformedOrUnperformed
ACTIVITY,122,PerformedOrUnperformed
ACTIVITY,123,PerformedOrUnperformed
ACTIVITY,124,PerformedOrUnperformed
ACTIVITY,125,PerformedOrUnperformed
ACTIVITY,126,PerformedOrUnperformed
ACTIVITY,127,PerformedOrUnperformed
ACTIVITY,128,PerformedOrUnperformed
ACTIVITY,129,PerformedOrUnperformed
ACTIVITY,130,PerformedOrUnperformed
ACTIVITY,131,PerformedOrUnperformed
ACTIVITY,132,PerformedOrUnperformed
ACTIVITY,133,PerformedOrUnperformed
ACTIVITY,134,PerformedOrUnperformed
ACTIVITY,135,PerformedOrUnperformed
ACTIVITY,136,PerformedOrUnperformed
ACTIVITY,137,PerformedOrUnperformed
ACTIVITY,138,PerformedOrUnperformed
ACTIVITY,139,PerformedOrUnperformed
ACTIVITY,140,PerformedOrUnperformed
ACTIVITY,141,PerformedOrUnperformed
ACTIVITY,142,PerformedOrUnperformed
ACTIVITY,143,PerformedOrUnperformed
ACTIVITY,144,PerformedOrUnperformed
ACTIVITY,145,PerformedOrUnperformed
ACTIVITY,146,PerformedOrUnperformed
ACTIVITY,147,PerformedOrUnperformed
ACTIVITY,148,PerformedOrUnperformed
ACTIVITY,149,PerformedOrUnperformed
ACTIVITY,150,PerformedOrUnperformed
ACTIVITY,151,PerformedOrUnperformed
ACTIVITY,152,PerformedOrUnperformed
ACTIVITY,153,PerformedOrUnperformed
ACTIVITY,154,PerformedOrUnperformed
ACTIVITY,155,PerformedOrUnperformed
ACTIVITY,156,PerformedOrUnperformed
ACTIVITY,157,PerformedOrUnperformed
ACTIVITY,158,PerformedOrUnperformed
ACTIVITY,159,PerformedOrUnperformed
ACTIVITY,160,PerformedOrUnperformed
ACTIVITY,161,PerformedOrUnperformed
ACTIVITY,162,PerformedOrUnperformed
ACTIVITY,163,PerformedOrUnperformed
ACTIVITY,164,PerformedOrUnperformed
ACTIVITY,165,PerformedOrUnperformed
ACTIVITY,166,PerformedOrUnperformed
ACTIVITY,167,PerformedOrUnperformed
ACTIVITY,168,PerformedOrUnperformed
ACTIVITY,169,PerformedOrUnperformed
ACTIVITY,170,PerformedOrUnperformed
ACTIVITY,171,PerformedOrUnperformed
ACTIVITY,172,PerformedOrUnperformed
ACTIVITY,173,PerformedOrUnperformed
ACTIVITY,174,PerformedOrUnperformed
ACTIVITY,175,PerformedOrUnperformed
ACTIVITY,176,PerformedOrUnperformed
ACTIVITY,177,PerformedOrUnperformed
ACTIVITY,178,PerformedOrUnperformed
ACTIVITY,179,PerformedOrUnperformed
ACTIVITY,180,PerformedOrUnperformed
ACTIVITY,181,PerformedOrUnperformed
ACTIVITY,182,PerformedOrUnperformed
ACTIVITY,183,PerformedOrUnperformed
ACTIVITY,184,PerformedOrUnperformed
ACTIVITY,185,PerformedOrUnperformed
ACTIVITY,186,PerformedOrUnperformed
ACTIVITY,187,PerformedOrUnperformed
ACTIVITY,188,PerformedOrUnperformed
ACTIVITY,189,PerformedOrUnperformed
ACTIVITY,190,PerformedOrUnperformed
ACTIVITY,191,PerformedOrUnperformed
ACTIVITY,192,PerformedOrUnperformed
ACTIVITY,193,PerformedOrUnperformed
ACTIVITY,194,PerformedOrUnperformed
ACTIVITY,195,PerformedOrUnperformed
ACTIVITY,196,PerformedOrUnperformed
ACTIVITY,197,PerformedOrUnperformed
ACTIVITY,198,PerformedOrUnperformed
ACTIVITY,199,PerformedOrUnperformed

DUE_DATE|NAMES,ACTIVITY_ID,DUE_TIME,TYPE,EARLINESS_VARIABLE_COST,TARDINESS_VARIABLE_COST
DUE_DATE|TYPES,int,int,string,float,float
DUE_DATE,0,5000,End,0.1,1
DUE_DATE,1,5000,End,0.1,1
DUE_DATE,2,5000,End,0.1,1
DUE_DATE,3,5000,End,0.1,1
DUE_DATE,4,5000,End,0.1,1
DUE_DATE,5,5000,End,0.1,1
DUE_DATE,6,5000,End,0.1,1
DUE_DATE,7,5000,End,0.1,1
DUE_DATE,8,5000,End,0.1,1
DUE_DATE,9,5000,End,0.1,1
DUE_DATE,10,5000,End,0.1,1
DUE_DATE,11,5000,End,0.1,1
DUE_DATE,12,5000,End,0.1,1
DUE_DATE,13,5000,End,0.1,1
DUE_DATE,14,5000,End,0.1,1
DUE_DATE,15,5000,End,0.1,1
DUE_DATE,16,5000,End,0.1,1
DUE_DATE,17,5000,End,0.1,1
DUE_DATE,18,5000,End,0.1,1
DUE_DATE,19,5000,End,0.1,1
DUE_DATE,20,5000,End,0.1,1
DUE_DATE,21,5000,End,0.1,1
DUE_DATE,22,5000,End,0.1,1
DUE_DATE,23,5000,End,0.1,1
DUE_DATE,24,5000,End,0.1,1
DUE_DATE,25,5000,End,0.1,1
DUE_DATE,26,13700,End,0.2,2
DUE_DATE,27,13700,End,0.2,2
DUE_DATE,28,13700,End,0.2,2
DUE_DATE,29,13700,End,0.2,2
DUE_DATE,30,13700,End,0.2,2
DUE_DATE,31,13700,End,0.2,2
DUE_DATE,32,13700,End,0.2,2
DUE_DATE,33,13700,End,0.2,2
DUE_DATE,34,13700,End,0.2,2
DUE_DATE,35,13700,End,0.2,2
DUE_DATE,36,13700,End,0.2,2
DUE_DATE,37,13700,End,0.2,2
DUE_DATE,38,13700,End,0.2,2
DUE_DATE,39,13700,End,0.2,2
DUE_DATE,40,13700,End,0.2,2
DUE_DATE,41,13700,End,0.2,2
DUE_DATE,42,13700,End,0.2,2
DUE_DATE,43,13700,End,0.2,2
DUE_DATE,44,13700,End,0.2,2
DUE_DATE,45,13700,End,0.2,2
DUE_DATE,46,13700,End,0.2,2
DUE_DATE,47,13700,End,0.2,2
DUE_DATE,48,13700,End,0.2,2
DUE_DATE,49,13700,End,0.2,2
DUE_DATE,50,13700,End,0.2,2
DUE_DATE,51,13700,End,0.2,2
DUE_DATE,52,13700,End,0.2,2
DUE_DATE,53,13700,End,0.2,2
DUE_DATE,54,13700,End,0.2,2
DUE_DATE,55,13700,End,0.2,2
DUE_DATE,56,13700,End,0.2,2
DUE_DATE,57,13700,End,0.2,2
DUE_DATE,58,13700,End,0.2,2
DUE_DATE,59,18800,End,0.2,2
DUE_DATE,60,18800,End,0.2,2
DUE_DATE,61,18800,End,0.2,2
DUE_DATE,62,18800,End,0.2,2
DUE_DATE,63,18800,End,0.2,2
DUE_DATE,64,18800,End,0.2,2
DUE_DATE,65,18800,End,0.2,2
DUE_DATE,66,18800,End,0.2,2
DUE_DATE,67,18800,End,0.2,2
DUE_DATE,68,18800,End,0.2,2
DUE_DATE,69,18800,End,0.2,2
DUE_DATE,70,18800,End,0.2,2
DUE_DATE,71,18800,End,0.2,2
DUE_DATE,72,18800,End,0.2,2
DUE_DATE,73,18800,End,0.2,2
DUE_DATE,74,18800,End,0.2,2
DUE_DATE,75,18800,End,0.2,2
DUE_DATE,76,18800,End,0.2,2
DUE_DATE,77,18800,End,0.2,2
DUE_DATE,78,18800,End,0.2,2
DUE_DATE,79,18800,End,0.2,2
DUE_DATE,80,18800,End,0.2,2
DUE_DATE,81,18800,End,0.2,2
DUE_DATE,82,18800,End,0.2,2
DUE_DATE,83,18800,End,0.2,2
DUE_DATE,84,18800,End,0.2,2
DUE_DATE,85,18800,End,0.2,2
DUE_DATE,86,18800,End,0.2,2
DUE_DATE,87,18800,End,0.2,2
DUE_DATE,88,18800,End,0.2,2
DUE_DATE,89,600,End,0.1,1
DUE_DATE,90,600,End,0.1,1
DUE_DATE,91,600,End,0.1,1
DUE_DATE,92,600,End,0.1,1
DUE_DATE,93,600,End,0.1,1
DUE_DATE,94,600,End,0.1,1
DUE_DATE,95,600,End,0.1,1
DUE_DATE,96,600,End,0.1,1
DUE_DATE,97,600,End,0.1,1
DUE_DATE,98,600,End,0.1,1
DUE_DATE,99,600,End,0.1,1
DUE_DATE,100,600,End,0.1,1
DUE_DATE,101,600,End,0.1,1
DUE_DATE,102,1200,End,0.1,1
DUE_DATE,103,1200,End,0.1,1
DUE_DATE,104,1200,End,0.1,1
DUE_DATE,105,1200,End,0.1,1
DUE_DATE,106,1200,End,0.1,1
DUE_DATE,107,1200,End,0.1,1
DUE_DATE,108,1200,End,0.1,1
DUE_DATE,109,1200,End,0.1,1
DUE_DATE,110,1200,End,0.1,1
DUE_DATE,111,1200,End,0.1,1
DUE_DATE,112,1200,End,0.1,1
DUE_DATE,113,1200,End,0.1,1
DUE_DATE,114,1200,End,0.1,1
DUE_DATE,115,5200,End,0.1,1
DUE_DATE,116,5200,End,0.1,1
DUE_DATE,117,5200,End,0.1,1
DUE_DATE,118,5200,End,0.1,1
DUE_DATE,119,5200,End,0.1,1
DUE_DATE,120,5200,End,0.1,1
DUE_DATE,121,5200,End,0.1,1
DUE_DATE,122,5200,End,0.1,1
DUE_DATE,123,5200,End,0.1,1
DUE_DATE,124,5200,End,0.1,1
DUE_DATE,125,5200,End,0.1,1
DUE_DATE,126,5200,End,0.1,1
DUE_DATE,127,7900,End,0.1,1
DUE_DATE,128,7900,End,0.1,1
DUE_DATE,129,7900,End,0.1,1
DUE_DATE,130,7900,End,0.1,1
DUE_DATE,131,7900,End,0.1,1
DUE_DATE,132,7900,End,0.1,1
DUE_DATE,133,7900,End,0.1,1
DUE_DATE,134,7900,End,0.1,1
DUE_DATE,135,7900,End,0.1,1
DUE_DATE,136,7900,End,0.1,1
DUE_DATE,137,7900,End,0.1,1
DUE_DATE,138,11100,End,0.1,1
DUE_DATE,139,11100,End,0.1,1
DUE_DATE,140,11100,End,0.1,1
DUE_DATE,141,11100,End,0.1,1
DUE_DATE,142,11100,End,0.1,1
DUE_DATE,143,11100,End,0.1,1
DUE_DATE,144,11100,End,0.1,1
DUE_DATE,145,11100,End,0.1,1
DUE_DATE,146,11100,End,0.1,1
DUE_DATE,147,11100,End,0.1,1
DUE_DATE,148,11100,End,0.1,1
DUE_DATE,149,13800,End,0.1,1
DUE_DATE,150,13800,End,0.1,1
DUE_DATE,151,13800,End,0.1,1
DUE_DATE,152,13800,End,0.1,1
DUE_DATE,153,13800,End,0.1,1
DUE_DATE,154,13800,End,0.1,1
DUE_DATE,155,13800,End,0.1,1
DUE_DATE,156,13800,End,0.1,1
DUE_DATE,157,13800,End,0.1,1
DUE_DATE,158,13800,End,0.1,1
DUE_DATE,159,13800,End,0.1,1
DUE_DATE,160,13800,End,0.1,1
DUE_DATE,161,16200,End,0.1,1
DUE_DATE,162,16200,End,0.1,1
DUE_DATE,163,16200,End,0.1,1
DUE_DATE,164,16200,End,0.1,1
DUE_DATE,165,16200,End,0.1,1
DUE_DATE,166,16200,End,0.1,1
DUE_DATE,167,16200,End,0.1,1
DUE_DATE,168,16200,End,0.1,1
DUE_DATE,169,16200,End,0.1,1
DUE_DATE,170,16200,End,0.1,1
DUE_DATE,171,16200,End,0.1,1
DUE_DATE,172,16200,End,0.1,1
DUE_DATE,173,16200,End,0.1,1
DUE_DATE,174,18900,End,0.1,1
DUE_DATE,175,18900,End,0.1,1
DUE_DATE,176,18900,End,0.1,1
DUE_DATE,177,18900,End,0.1,1
DUE_DATE,178,18900,End,0.1,1
DUE_DATE,179,21500,End,0.1,1
DUE_DATE,180,21500,End,0.1,1
DUE_DATE,181,21500,End,0.1,1
DUE_DATE,182,5000,End,0.1,1
DUE_DATE,183,5000,End,0.1,1
DUE_DATE,184,5000,End,0.1,1
DUE_DATE,185,5000,End,0.1,1
DUE_DATE,186,5000,End,0.1,1
DUE_DATE,187,5000,End,0.1,1
DUE_DATE,188,5000,End,0.1,1
DUE_DATE,189,5000,End,0.1,1
DUE_DATE,190,5000,End,0.1,1
DUE_DATE,191,5000,End,0.1,1
DUE_DATE,192,5000,End,0.1,1
DUE_DATE,193,5000,End,0.1,1
DUE_DATE,194,5000,End,0.1,1
DUE_DATE,195,5000,End,0.1,1
DUE_DATE,196,5000,End,0.1,1
DUE_DATE,197,5000,End,0.1,1
DUE_DATE,198,5000,End,0.1,1
DUE_DATE,199,5000,End,0.1,1

MODE|NAMES,ACTIVITY_ID,MODE_ID,RESOURCE_ID,REQUIRED_CAPACITY,MODE_COST,PROCESSING_TIME,START_MIN,START_MAX,END_MIN,END_MAX,UNPERFORMED_COST,UNPERFORMED_SETUP_TIME,UNPERFORMED_SETUP_COST
MODE|KEYS,1,1,0,0,0,0,0,0,0,0,0,0,0
MODE|TYPES,int,int,int,int,int,int,int,int,int,int,int,int,int
MODE,0,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,1,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,2,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,3,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,4,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,5,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,6,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,7,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,8,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,9,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,10,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,11,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,12,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,13,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,14,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,15,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,16,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,17,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,18,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,19,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,20,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,21,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,22,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,23,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,24,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,25,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,26,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,27,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,28,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,29,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,30,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,31,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,32,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,33,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,34,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,35,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,36,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,37,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,38,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,39,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,40,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,41,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,42,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,43,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,44,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,45,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,46,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,47,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,48,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,49,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,50,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,51,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,52,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,53,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,54,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,55,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,56,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,57,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,58,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,59,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,60,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,61,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,62,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,63,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,64,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,65,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,66,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,67,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,68,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,69,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,70,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,71,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,72,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,73,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,74,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,75,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,76,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,77,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,78,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,79,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,80,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,81,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,82,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,83,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,84,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,85,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,86,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,87,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,88,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,89,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,90,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,91,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,92,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,93,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,94,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,95,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,96,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,97,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,98,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,99,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,100,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,101,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,102,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,103,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,104,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,105,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,106,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,107,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,108,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,109,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,110,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,111,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,112,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,113,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,114,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,115,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,116,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,117,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,118,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,119,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,120,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,121,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,122,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,123,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,124,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,125,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,126,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,127,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,128,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,129,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,130,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,131,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,132,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,133,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,134,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,135,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,136,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,137,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,138,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,139,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,140,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,141,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,142,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,143,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,144,0,0,1,100,70,0,39930,70,40000,1500,0,0
